event_id,review_id,treated_repo,treated_path,adoption_date,adjudicated_carrier,adjudicated_components,control_repo,match_rank,match_distance,candidate_stage,exact_language,exact_owner_type,exact_star_cell,exact_pr_activity_cell,treated_primaryLanguage,control_primaryLanguage,treated_ownerType,control_ownerType,treated_seedStarCell,control_seedStarCell,treated_pr_activity_cell,control_pr_activity_cell,treated_stars,control_stars,treated_pull_requests_total,control_pull_requests_total,treated_issues_total,control_issues_total,treated_governance_maturity_score,control_governance_maturity_score,treated_age_days,control_age_days
FTE022,FCR-0214,lxc/lxc,CONTRIBUTING.md,2025-08-15T20:49:46Z,contributing_guide,authorship_or_provenance;human_responsibility;restriction_or_ban,neutrinolabs/xrdp,3,1.287819,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,5176,6606,2812,1439,1824,1942,4.0,3.0,4994,5495
FTE022,FCR-0214,lxc/lxc,CONTRIBUTING.md,2025-08-15T20:49:46Z,contributing_guide,authorship_or_provenance;human_responsibility;restriction_or_ban,espeak-ng/espeak-ng,4,1.482202,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,5176,6422,2812,1192,1824,1114,4.0,3.0,4994,3807
FTE022,FCR-0214,lxc/lxc,CONTRIBUTING.md,2025-08-15T20:49:46Z,contributing_guide,authorship_or_provenance;human_responsibility;restriction_or_ban,sparklemotion/nokogiri,5,3.314362,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,5176,6251,2812,1427,1824,2056,4.0,7.0,4994,6510
FTE023,FCR-0238,OffchainLabs/nitro,CONTRIBUTING.md,2025-08-18T13:34:59Z,contributing_guide,maintainer_review_discretion;restriction_or_ban,kubernetes/perf-tests,1,0.812526,language_owner,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,3000-9999,3000-9999,907,977,4237,3599,435,414,,,1687,3519
FTE023,FCR-0238,OffchainLabs/nitro,CONTRIBUTING.md,2025-08-18T13:34:59Z,contributing_guide,maintainer_review_discretion;restriction_or_ban,DataDog/dd-trace-go,2,0.886298,language_owner,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,3000-9999,3000-9999,907,844,4237,3929,435,750,,,1687,3532
FTE023,FCR-0238,OffchainLabs/nitro,CONTRIBUTING.md,2025-08-18T13:34:59Z,contributing_guide,maintainer_review_discretion;restriction_or_ban,kanisterio/kanister,3,0.909222,language_owner,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,3000-9999,3000-9999,907,872,4237,3647,435,379,,,1687,3093
FTE023,FCR-0238,OffchainLabs/nitro,CONTRIBUTING.md,2025-08-18T13:34:59Z,contributing_guide,maintainer_review_discretion;restriction_or_ban,celestiaorg/celestia-node,4,0.91688,language_owner,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,3000-9999,3000-9999,907,995,4237,3187,435,1685,,,1687,1729
FTE023,FCR-0238,OffchainLabs/nitro,CONTRIBUTING.md,2025-08-18T13:34:59Z,contributing_guide,maintainer_review_discretion;restriction_or_ban,updatecli/updatecli,5,1.070509,language_owner,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,3000-9999,3000-9999,907,909,4237,8012,435,602,,,1687,2298
FTE024,FCR-0248,buildkite/agent,.github/pull_request_template.md,2025-08-20T00:54:57Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,DataDog/dd-trace-go,1,0.516971,language_owner,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,3000-9999,3000-9999,984,844,3115,3929,760,750,,,4485,3532
FTE024,FCR-0248,buildkite/agent,.github/pull_request_template.md,2025-08-20T00:54:57Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,kubernetes/perf-tests,2,0.645692,language_owner,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,3000-9999,3000-9999,984,977,3115,3599,760,414,,,4485,3519
FTE024,FCR-0248,buildkite/agent,.github/pull_request_template.md,2025-08-20T00:54:57Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,multiversx/mx-chain-go,3,1.160489,language_owner,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,3000-9999,3000-9999,984,956,3115,7219,760,427,,,4485,2824
FTE024,FCR-0248,buildkite/agent,.github/pull_request_template.md,2025-08-20T00:54:57Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,cometbft/cometbft,4,1.524777,language_owner,True,True,True,True,Go,Go,Organization,Organization,200-999,200-999,3000-9999,3000-9999,984,889,3115,4714,760,1039,,,4485,1236
FTE024,FCR-0248,buildkite/agent,.github/pull_request_template.md,2025-08-20T00:54:57Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,WeBankPartners/we-cmdb,5,3.475751,language_owner,True,True,True,False,Go,Go,Organization,Organization,200-999,200-999,3000-9999,0500-0999,984,886,3115,670,760,569,,0.0,4485,2461
FTE025,FCR-0175,wagtail/wagtail,.github/CONTRIBUTING.md,2025-09-12T21:01:20Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,ansible/awx,1,0.627131,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,20310,15400,8145,7909,5555,8449,,,4480,3281
FTE025,FCR-0175,wagtail/wagtail,.github/CONTRIBUTING.md,2025-09-12T21:01:20Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,geldata/gel,2,1.352366,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,20310,14088,8145,5834,5555,2701,,,4480,3238
FTE025,FCR-0175,wagtail/wagtail,.github/CONTRIBUTING.md,2025-09-12T21:01:20Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,fastapi/fastapi,3,1.519284,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,20310,98006,8145,5706,5555,3524,,,4480,2711
FTE025,FCR-0175,wagtail/wagtail,.github/CONTRIBUTING.md,2025-09-12T21:01:20Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,PaddlePaddle/PaddleOCR,4,1.67354,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,20310,77385,8145,3954,5555,10577,,,4480,2194
FTE025,FCR-0175,wagtail/wagtail,.github/CONTRIBUTING.md,2025-09-12T21:01:20Z,contributing_guide,disclosure;human_responsibility;restriction_or_ban;verification_testing,open-webui/open-webui,5,2.219425,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,20310,136058,8145,7561,5555,8412,,,4480,948
FTE026,FCR-0296,abiosoft/colima,docs/CONTRIBUTE.md,2025-09-13T06:55:28Z,contributing_guide,disclosure;restriction_or_ban,wagoodman/dive,1,1.151465,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,28703,53874,497,311,883,375,,,1710,2920
FTE026,FCR-0296,abiosoft/colima,docs/CONTRIBUTE.md,2025-09-13T06:55:28Z,contributing_guide,disclosure;restriction_or_ban,simulot/immich-go,2,1.30506,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,28703,6115,497,470,883,667,,,1710,1025
FTE026,FCR-0296,abiosoft/colima,docs/CONTRIBUTE.md,2025-09-13T06:55:28Z,contributing_guide,disclosure;restriction_or_ban,tulir/whatsmeow,3,1.405086,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,28703,6082,497,241,883,607,,,1710,1678
FTE026,FCR-0296,abiosoft/colima,docs/CONTRIBUTE.md,2025-09-13T06:55:28Z,contributing_guide,disclosure;restriction_or_ban,garethgeorge/backrest,4,1.438161,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,28703,6224,497,297,883,663,,,1710,913
FTE026,FCR-0296,abiosoft/colima,docs/CONTRIBUTE.md,2025-09-13T06:55:28Z,contributing_guide,disclosure;restriction_or_ban,hajimehoshi/ebiten,5,1.632543,language_owner_star_prcell,True,True,True,True,Go,Go,User,User,5000-inf,5000-inf,0100-0499,0100-0499,28703,13151,497,379,883,2856,,,1710,4712
FTE027,FCR-0326,PowerDNS/pdns,AI_POLICY.md,2025-09-15T13:45:13Z,standalone_ai_policy,disclosure;human_responsibility;restriction_or_ban,RobotLocomotion/drake,1,0.479909,language_owner,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,10000+,4356,4020,11687,17728,5175,6766,,,4763,4488
FTE027,FCR-0326,PowerDNS/pdns,AI_POLICY.md,2025-09-15T13:45:13Z,standalone_ai_policy,disclosure;human_responsibility;restriction_or_ban,root-project/root,2,0.659717,language_owner,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,10000+,4356,3199,11687,19113,5175,3019,,,4763,4701
FTE027,FCR-0326,PowerDNS/pdns,AI_POLICY.md,2025-09-15T13:45:13Z,standalone_ai_policy,disclosure;human_responsibility;restriction_or_ban,openthread/openthread,3,0.836211,language_owner,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,10000+,4356,3932,11687,10157,5175,1780,,,4763,3685
FTE027,FCR-0326,PowerDNS/pdns,AI_POLICY.md,2025-09-15T13:45:13Z,standalone_ai_policy,disclosure;human_responsibility;restriction_or_ban,ydb-platform/ydb,4,1.711957,language_owner,True,True,True,True,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,10000+,4356,4721,11687,30444,5175,9133,,,4763,1554
FTE027,FCR-0326,PowerDNS/pdns,AI_POLICY.md,2025-09-15T13:45:13Z,standalone_ai_policy,disclosure;human_responsibility;restriction_or_ban,nanocurrency/nano-node,5,3.327208,language_owner,True,True,True,False,C++,C++,Organization,Organization,1000-4999,1000-4999,10000+,3000-9999,4356,3524,11687,3761,5175,1245,,,4763,4393
FTE028,FCR-0018,open-quantum-safe/liboqs,CONTRIBUTING.md,2025-09-17T16:57:03Z,contributing_guide,disclosure;human_responsibility;verification_testing,kamailio/kamailio,1,0.9594,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,2915,2807,1348,2447,859,2260,7.0,7.0,3559,4534
FTE028,FCR-0018,open-quantum-safe/liboqs,CONTRIBUTING.md,2025-09-17T16:57:03Z,contributing_guide,disclosure;human_responsibility;verification_testing,OpenSC/OpenSC,2,0.98055,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,2915,3013,1348,2083,859,1520,7.0,7.0,3559,5424
FTE028,FCR-0018,open-quantum-safe/liboqs,CONTRIBUTING.md,2025-09-17T16:57:03Z,contributing_guide,disclosure;human_responsibility;verification_testing,stm32duino/Arduino_Core_STM32,3,1.10848,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,2915,3256,1348,1217,859,1191,7.0,6.0,3559,3288
FTE028,FCR-0018,open-quantum-safe/liboqs,CONTRIBUTING.md,2025-09-17T16:57:03Z,contributing_guide,disclosure;human_responsibility;verification_testing,containers/crun,4,2.160018,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,2915,3906,1348,1424,859,649,7.0,5.0,3559,3162
FTE028,FCR-0018,open-quantum-safe/liboqs,CONTRIBUTING.md,2025-09-17T16:57:03Z,contributing_guide,disclosure;human_responsibility;verification_testing,asterisk/asterisk,5,4.256892,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,2915,3216,1348,1015,859,859,7.0,3.0,3559,4048
FTE029,FCR-0077,cerbos/cerbos,CONTRIBUTING.md,2025-09-19T07:37:30Z,contributing_guide,disclosure;human_responsibility,runfinch/finch,1,0.7578,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4391,4012,2683,1475,417,240,,,1877,1281
FTE029,FCR-0077,cerbos/cerbos,CONTRIBUTING.md,2025-09-19T07:37:30Z,contributing_guide,disclosure;human_responsibility,beclab/Olares,2,0.799886,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4391,4512,2683,2817,417,159,,,1877,742
FTE029,FCR-0077,cerbos/cerbos,CONTRIBUTING.md,2025-09-19T07:37:30Z,contributing_guide,disclosure;human_responsibility,googleapis/google-api-go-client,3,3.476332,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4391,4430,2683,2618,417,905,,3.0,1877,4186
FTE029,FCR-0077,cerbos/cerbos,CONTRIBUTING.md,2025-09-19T07:37:30Z,contributing_guide,disclosure;human_responsibility,smallstep/cli,4,6.428389,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4391,4218,2683,1109,417,495,,6.0,1877,2855
FTE029,FCR-0077,cerbos/cerbos,CONTRIBUTING.md,2025-09-19T07:37:30Z,contributing_guide,disclosure;human_responsibility,dkron-io/dkron,5,6.469148,language_owner_star_prcell,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,1000-2999,1000-2999,4391,4688,2683,1331,417,608,,6.0,1877,3988
FTE030,FCR-0180,yt-dlp/yt-dlp,.github/ISSUE_TEMPLATE/4_bug_report.yml,2025-09-21T17:15:16Z,issue_template,process_requirement;restriction_or_ban,PaddlePaddle/PaddleOCR,1,0.602371,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,161066,77385,4793,3954,11447,10577,,,2023,2194
FTE030,FCR-0180,yt-dlp/yt-dlp,.github/ISSUE_TEMPLATE/4_bug_report.yml,2025-09-21T17:15:16Z,issue_template,process_requirement;restriction_or_ban,open-webui/open-webui,2,0.702932,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,161066,136058,4793,7561,11447,8412,,,2023,948
FTE030,FCR-0180,yt-dlp/yt-dlp,.github/ISSUE_TEMPLATE/4_bug_report.yml,2025-09-21T17:15:16Z,issue_template,process_requirement;restriction_or_ban,microsoft/autogen,3,1.277332,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,161066,57819,4793,3505,11447,3019,,,2023,997
FTE030,FCR-0180,yt-dlp/yt-dlp,.github/ISSUE_TEMPLATE/4_bug_report.yml,2025-09-21T17:15:16Z,issue_template,process_requirement;restriction_or_ban,pydantic/pydantic,4,1.688832,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,161066,27719,4793,5082,11447,5617,,,2023,3295
FTE030,FCR-0180,yt-dlp/yt-dlp,.github/ISSUE_TEMPLATE/4_bug_report.yml,2025-09-21T17:15:16Z,issue_template,process_requirement;restriction_or_ban,geldata/gel,5,2.64835,language_owner_star_prcell,True,True,True,True,Python,Python,Organization,Organization,5000-inf,5000-inf,3000-9999,3000-9999,161066,14088,4793,5834,11447,2701,,,2023,3238
FTE031,FCR-0162,tektoncd/pipelines-as-code,.github/pull_request_template.md,2025-09-25T12:19:27Z,pr_template,authorship_or_provenance;disclosure;human_responsibility;process_requirement;restriction_or_ban,jenkins-x/lighthouse,1,0.634443,language_owner,True,True,True,True,Go,Go,Organization,Organization,50-199,50-199,1000-2999,1000-2999,191,186,2135,1376,568,312,2.0,2.0,1861,2511
FTE031,FCR-0162,tektoncd/pipelines-as-code,.github/pull_request_template.md,2025-09-25T12:19:27Z,pr_template,authorship_or_provenance;disclosure;human_responsibility;process_requirement;restriction_or_ban,canonical/pebble,2,3.286346,language_owner,True,True,True,False,Go,Go,Organization,Organization,50-199,50-199,1000-2999,0500-0999,191,191,2135,629,568,225,2.0,2.0,1861,2008
FTE031,FCR-0162,tektoncd/pipelines-as-code,.github/pull_request_template.md,2025-09-25T12:19:27Z,pr_template,authorship_or_provenance;disclosure;human_responsibility;process_requirement;restriction_or_ban,temporalio/sdk-go,3,3.446173,language_owner,True,True,False,True,Go,Go,Organization,Organization,50-199,200-999,1000-2999,1000-2999,191,881,2135,1438,568,861,2.0,3.0,1861,2398
FTE031,FCR-0162,tektoncd/pipelines-as-code,.github/pull_request_template.md,2025-09-25T12:19:27Z,pr_template,authorship_or_provenance;disclosure;human_responsibility;process_requirement;restriction_or_ban,bacalhau-project/bacalhau,4,3.51026,language_owner,True,True,False,True,Go,Go,Organization,Organization,50-199,200-999,1000-2999,1000-2999,191,858,2135,2724,568,2449,2.0,3.0,1861,1648
FTE031,FCR-0162,tektoncd/pipelines-as-code,.github/pull_request_template.md,2025-09-25T12:19:27Z,pr_template,authorship_or_provenance;disclosure;human_responsibility;process_requirement;restriction_or_ban,StarRocks/starrocks-kubernetes-operator,5,3.524332,language_owner,True,True,True,False,Go,Go,Organization,Organization,50-199,50-199,1000-2999,0100-0499,191,187,2135,494,568,255,2.0,3.0,1861,1439
FTE033,FCR-0013,hashicorp/terraform-provider-azurerm,.github/pull_request_template.md,2025-10-01T15:39:41Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,open-telemetry/opentelemetry-collector-contrib,1,0.944551,language_owner,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,10000+,10000+,4928,4641,16263,37678,15962,9812,,,3262,2496
FTE033,FCR-0013,hashicorp/terraform-provider-azurerm,.github/pull_request_template.md,2025-10-01T15:39:41Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,erigontech/erigon,2,1.009963,language_owner,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,10000+,10000+,4928,3564,16263,15919,15962,4901,,,3262,2541
FTE033,FCR-0013,hashicorp/terraform-provider-azurerm,.github/pull_request_template.md,2025-10-01T15:39:41Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,kubernetes/test-infra,3,1.095233,language_owner,True,True,True,True,Go,Go,Organization,Organization,1000-4999,1000-4999,10000+,10000+,4928,4005,16263,32249,15962,4473,,,3262,3665
FTE033,FCR-0013,hashicorp/terraform-provider-azurerm,.github/pull_request_template.md,2025-10-01T15:39:41Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,kubernetes/minikube,4,3.339521,language_owner,True,True,False,True,Go,Go,Organization,Organization,1000-4999,5000-inf,10000+,10000+,4928,31772,16263,12393,15962,10490,,,3262,3678
FTE033,FCR-0013,hashicorp/terraform-provider-azurerm,.github/pull_request_template.md,2025-10-01T15:39:41Z,pr_template,disclosure;model_tool_usage_detail;process_requirement,stashapp/stash,5,4.753517,language_owner,True,True,False,False,Go,Go,Organization,Organization,1000-4999,5000-inf,10000+,3000-9999,4928,12300,16263,3127,15962,3172,,,3262,2898
FTE034,FCR-0302,git/git,Documentation/SubmittingPatches,2025-10-01T21:27:04Z,developer_or_maintainer_doc,authorship_or_provenance;human_responsibility;restriction_or_ban,lz4/lz4,1,4.554895,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,60757,11804,1985,1113,0,605,,,6501,4430
FTE034,FCR-0302,git/git,Documentation/SubmittingPatches,2025-10-01T21:27:04Z,developer_or_maintainer_doc,authorship_or_provenance;human_responsibility;restriction_or_ban,FreeRTOS/FreeRTOS,2,6.658608,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,60757,7284,1985,1285,0,116,,5.0,6501,2442
FTE034,FCR-0302,git/git,Documentation/SubmittingPatches,2025-10-01T21:27:04Z,developer_or_maintainer_doc,authorship_or_provenance;human_responsibility;restriction_or_ban,RfidResearchGroup/proxmark3,3,7.382139,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,60757,5601,1985,2315,0,954,,5.0,6501,2829
FTE034,FCR-0302,git/git,Documentation/SubmittingPatches,2025-10-01T21:27:04Z,developer_or_maintainer_doc,authorship_or_provenance;human_responsibility;restriction_or_ban,libuv/libuv,4,8.063533,language_owner_star_prcell,True,True,True,True,C,C,Organization,Organization,5000-inf,5000-inf,1000-2999,1000-2999,60757,26811,1985,2870,0,1892,,6.0,6501,4545
